sample_index,timestamp_us,slot0_raw,slot1_raw,finger_contact,fifo_ok,fifo_overflow_count
3105,124758374,34976,51663,-1,1,0
3106,124798374,34992,51701,-1,1,0
3107,124838374,35020,51783,-1,1,0
3108,124878374,35063,51894,-1,1,0
3109,124918374,35099,52009,-1,1,0
3110,124958374,35135,52118,-1,1,0
3111,124998374,35148,52182,-1,1,0
3112,125038374,35174,52212,-1,1,0
3113,125078374,35168,52229,-1,1,0
3114,125118374,35179,52301,-1,1,0
3115,125158374,35181,52298,-1,1,0
3116,125198374,35100,51995,-1,1,0
3117,125238374,35016,51715,-1,1,0
3118,125278374,35004,51690,-1,1,0
3119,125318374,35017,51742,-1,1,0
3120,125358374,35036,51832,-1,1,0
3121,125398374,35077,51945,-1,1,0
3122,125438374,35092,51979,-1,1,0
3123,125478374,35083,51954,-1,1,0
3124,125518374,35084,51970,-1,1,0
3125,125558374,35103,52052,-1,1,0
3126,125598374,35143,52149,-1,1,0
3127,125638374,35151,52240,-1,1,0
3128,125678374,35185,52335,-1,1,0
3129,125718374,35202,52402,-1,1,0
3130,125758374,35212,52447,-1,1,0
3131,125798374,35249,52530,-1,1,0
3132,125838374,35267,52569,-1,1,0
3133,125878374,35178,52277,-1,1,0
3134,125918374,35101,51997,-1,1,0
3135,125958374,35098,51990,-1,1,0
3136,125998374,35137,52079,-1,1,0
3137,126038374,35168,52204,-1,1,0
3138,126078374,35215,52355,-1,1,0
3139,126118374,35237,52406,-1,1,0
3140,126158374,35237,52398,-1,1,0
3141,126198374,35239,52410,-1,1,0
3142,126238374,35261,52475,-1,1,0
3143,126278374,35290,52570,-1,1,0
3144,126318374,35317,52670,-1,1,0
3145,126358374,35350,52752,-1,1,0
3146,126398374,35373,52814,-1,1,0
3147,126438374,35394,52874,-1,1,0
3148,126478374,35414,52927,-1,1,0
3149,126518374,35356,52740,-1,1,0
3150,126558374,35247,52358,-1,1,0
3151,126598374,35209,52263,-1,1,0
3152,126638374,35242,52331,-1,1,0
3153,126678374,35262,52436,-1,1,0
3154,126718374,35296,52544,-1,1,0
3155,126758374,35311,52605,-1,1,0
3156,126798374,35311,52589,-1,1,0
3157,126838374,35292,52548,-1,1,0
3158,126878374,35308,52575,-1,1,0
3159,126918374,35321,52655,-1,1,0
3160,126958374,35356,52734,-1,1,0
3161,126998374,35377,52802,-1,1,0
3162,127038374,35393,52867,-1,1,0
3163,127078374,35418,52936,-1,1,0
3164,127118374,35414,52907,-1,1,0
3165,127158374,35306,52557,-1,1,0
3166,127198374,35204,52240,-1,1,0
3167,127238374,35188,52184,-1,1,0
3168,127278374,35203,52245,-1,1,0
3169,127318374,35224,52293,-1,1,0
3170,127358374,35247,52392,-1,1,0
3171,127398374,35257,52408,-1,1,0
3172,127438374,35236,52382,-1,1,0
3173,127478374,35245,52381,-1,1,0
3174,127518374,35266,52455,-1,1,0
3175,127558374,35285,52531,-1,1,0
3176,127598374,35301,52590,-1,1,0
3177,127638374,35316,52640,-1,1,0
3178,127678374,35327,52678,-1,1,0
3179,127718374,35347,52719,-1,1,0
3180,127758374,35305,52554,-1,1,0
3181,127798374,35177,52145,-1,1,0
3182,127838374,35111,51954,-1,1,0
3183,127878374,35097,51922,-1,1,0
3184,127918374,35085,51916,-1,1,0
3185,127958374,35081,51952,-1,1,0
3186,127998374,35091,52002,-1,1,0
3187,128038374,35095,52006,-1,1,0
3188,128078374,35087,51988,-1,1,0
3189,128118374,35093,52007,-1,1,0
3190,128158374,35097,52043,-1,1,0
3191,128198374,35113,52107,-1,1,0
3192,128238374,35118,52148,-1,1,0
3193,128278374,35118,52165,-1,1,0
3194,128318374,35123,52195,-1,1,0
3195,128358374,35139,52232,-1,1,0
3196,128398374,35082,52068,-1,1,0
3197,128438374,34987,51708,-1,1,0
3198,128478374,34936,51544,-1,1,0
3199,128518374,34930,51501,-1,1,0
3200,128558374,34916,51498,-1,1,0
3201,128598374,34941,51541,-1,1,0
3202,128638374,34967,51614,-1,1,0
3203,128678374,34954,51613,-1,1,0
3204,128718374,34947,51575,-1,1,0
3205,128758374,34939,51588,-1,1,0
3206,128798374,34950,51625,-1,1,0
3207,128838374,34982,51696,-1,1,0
3208,128878374,34986,51727,-1,1,0
3209,128918374,34993,51756,-1,1,0
3210,128958374,34991,51773,-1,1,0
3211,128998374,35002,51825,-1,1,0
3212,129038374,35013,51822,-1,1,0
3213,129078374,34944,51576,-1,1,0
3214,129118374,34848,51272,-1,1,0
3215,129158374,34827,51166,-1,1,0
3216,129198374,34804,51133,-1,1,0
3217,129238374,34809,51150,-1,1,0
3218,129278374,34821,51212,-1,1,0
3219,129318374,34838,51250,-1,1,0
3220,129358374,34838,51249,-1,1,0
3221,129398374,34847,51270,-1,1,0
3222,129438374,34861,51312,-1,1,0
3223,129478374,34877,51376,-1,1,0
3224,129518374,34894,51439,-1,1,0
3225,129558374,34910,51497,-1,1,0
3226,129598374,34917,51534,-1,1,0
3227,129638374,34937,51574,-1,1,0
3228,129678374,34950,51653,-1,1,0
3229,129718374,34969,51691,-1,1,0
